CSID,CaseMasterID,csdate,cstype,PolicePersonID
23265,23265,2026-07-22,Charge Sheet,59
23266,23266,2025-11-27,Final Report,68
23267,23267,2026-01-31,Final Report,56
23268,23268,2024-10-25,Supplementary Report,2
23269,23269,2025-12-21,Final Report,31
23270,23270,2025-07-06,Charge Sheet,73
23271,23271,2026-07-22,Final Report,94
23272,23272,2025-02-09,Final Report,36
23273,23273,2025-06-12,Final Report,24
23274,23274,2025-02-06,Final Report,38
23275,23275,2025-09-27,Final Report,21
23276,23276,2024-09-25,Charge Sheet,63
23277,23277,2024-07-21,Charge Sheet,50
23278,23278,2024-05-31,Final Report,89
23279,23279,2026-05-09,Charge Sheet,57
23280,23280,2025-05-31,Charge Sheet,65
23281,23281,2024-11-03,Charge Sheet,23
23282,23282,2026-07-22,Charge Sheet,25
23283,23283,2026-07-22,Charge Sheet,29
23284,23284,2025-08-21,Final Report,71
23285,23285,2024-09-11,Supplementary Report,41
23286,23286,2024-10-07,Final Report,79
23287,23287,2026-04-17,Final Report,46
23288,23288,2026-07-22,Final Report,5
23289,23289,2025-05-09,Final Report,41
23290,23290,2026-04-04,Final Report,68
23291,23291,2026-07-22,Supplementary Report,36
23292,23292,2024-09-25,Final Report,70
23293,23293,2025-02-26,Final Report,68
23294,23294,2025-01-18,Final Report,26
23295,23295,2025-02-15,Final Report,56
23296,23296,2026-04-22,Charge Sheet,52
23297,23297,2026-03-10,Charge Sheet,80
23298,23298,2025-08-16,Final Report,83
23299,23299,2026-07-22,Final Report,16
23300,23300,2026-03-10,Supplementary Report,43
23301,23301,2025-08-15,Final Report,56
23302,23302,2025-04-12,Final Report,9
23303,23303,2026-07-08,Final Report,45
23304,23304,2025-07-05,Charge Sheet,67
23305,23305,2026-02-17,Final Report,66
23306,23306,2026-07-22,Final Report,28
23307,23307,2025-10-12,Final Report,74
23308,23308,2026-03-30,Supplementary Report,37
23309,23309,2025-11-29,Final Report,90
23310,23310,2026-02-24,Final Report,54
23311,23311,2026-02-11,Charge Sheet,91
23312,23312,2025-11-03,Final Report,77
23313,23313,2025-06-12,Final Report,43
23314,23314,2026-03-09,Charge Sheet,16
23315,23315,2024-09-01,Final Report,70
23316,23316,2025-02-05,Final Report,42
23317,23317,2026-07-22,Final Report,77
23318,23318,2024-11-07,Supplementary Report,23
23319,23319,2026-07-22,Supplementary Report,25
23320,23320,2026-06-23,Final Report,43
23321,23321,2024-04-11,Charge Sheet,29
23322,23322,2024-10-16,Final Report,11
23323,23323,2026-04-02,Final Report,38
23324,23324,2026-07-22,Supplementary Report,56
23325,23325,2026-04-30,Final Report,87
23326,23326,2025-09-30,Charge Sheet,33
23327,23327,2025-12-16,Final Report,89
23328,23328,2026-03-06,Final Report,19
23329,23329,2026-07-22,Charge Sheet,24
23330,23330,2025-10-30,Final Report,36
23331,23331,2025-03-18,Final Report,25
23332,23332,2026-02-26,Final Report,72
23333,23333,2026-07-22,Charge Sheet,45
23334,23334,2025-12-19,Charge Sheet,9
23335,23335,2024-11-28,Supplementary Report,87
23336,23336,2026-01-21,Charge Sheet,93
23337,23337,2026-07-11,Charge Sheet,5
23338,23338,2026-07-22,Supplementary Report,17
23339,23339,2026-03-19,Charge Sheet,35
23340,23340,2026-07-22,Final Report,26
23341,23341,2025-02-04,Charge Sheet,42
23342,23342,2024-08-19,Charge Sheet,44
23343,23343,2025-11-01,Final Report,46
23344,23344,2025-09-14,Final Report,55
23345,23345,2025-06-09,Final Report,51
23346,23346,2026-03-27,Final Report,19
23347,23347,2026-07-22,Final Report,55
23348,23348,2024-05-19,Final Report,28
23349,23349,2026-04-13,Final Report,1
23350,23350,2025-09-25,Charge Sheet,43
23351,23351,2026-03-30,Final Report,10
23352,23352,2026-07-22,Final Report,64
23353,23353,2024-08-18,Final Report,19
23354,23354,2026-07-22,Supplementary Report,12
23355,23355,2026-07-22,Charge Sheet,61
23356,23356,2025-03-03,Final Report,35
23357,23357,2026-01-13,Charge Sheet,16
23358,23358,2026-04-30,Final Report,30
23359,23359,2026-01-10,Final Report,9
23360,23360,2024-10-25,Final Report,52
23361,23361,2025-04-08,Final Report,64
23362,23362,2025-11-18,Final Report,82
23363,23363,2024-10-28,Final Report,40
23364,23364,2024-05-19,Supplementary Report,18
23365,23365,2025-07-18,Final Report,48
23366,23366,2026-07-22,Final Report,84
23367,23367,2025-12-16,Final Report,70
23368,23368,2026-07-22,Final Report,49
23369,23369,2026-07-22,Supplementary Report,34
23370,23370,2026-07-22,Final Report,27
23371,23371,2026-07-22,Charge Sheet,58
23372,23372,2024-12-27,Charge Sheet,54
23373,23373,2025-06-07,Charge Sheet,74
23374,23374,2026-03-12,Final Report,94
23375,23375,2025-03-08,Supplementary Report,43
23376,23376,2026-07-22,Charge Sheet,90
23377,23377,2024-12-06,Charge Sheet,14
23378,23378,2026-01-06,Supplementary Report,84
23379,23379,2025-03-26,Charge Sheet,84
23380,23380,2025-01-09,Final Report,40
23381,23381,2025-12-19,Charge Sheet,70
23382,23382,2025-06-14,Final Report,91
23383,23383,2026-07-22,Charge Sheet,34
23384,23384,2026-07-22,Final Report,13
23385,23385,2024-11-16,Final Report,51
23386,23386,2025-04-17,Final Report,34
23387,23387,2026-01-12,Final Report,85
23388,23388,2025-11-05,Charge Sheet,22
23389,23389,2026-01-12,Final Report,39
23390,23390,2026-02-19,Charge Sheet,33
23391,23391,2025-08-14,Charge Sheet,17
23392,23392,2025-02-21,Charge Sheet,80
23393,23393,2026-07-22,Final Report,32
23394,23394,2024-08-10,Final Report,31
23395,23395,2026-01-27,Charge Sheet,68
23396,23396,2026-01-24,Final Report,2
23397,23397,2024-06-30,Final Report,72
23398,23398,2025-05-30,Charge Sheet,79
23399,23399,2026-07-22,Final Report,48
23400,23400,2026-05-27,Charge Sheet,21
23401,23401,2026-01-03,Charge Sheet,57
23402,23402,2026-07-03,Final Report,80
23403,23403,2026-07-01,Final Report,78
23404,23404,2024-11-13,Final Report,40
23405,23405,2025-11-25,Final Report,8
23406,23406,2025-05-25,Final Report,91
23407,23407,2025-08-09,Final Report,34
23408,23408,2026-07-22,Final Report,7
23409,23409,2024-05-06,Final Report,29
23410,23410,2025-08-27,Supplementary Report,32
23411,23411,2024-08-04,Final Report,65
23412,23412,2026-07-22,Charge Sheet,48
23413,23413,2026-01-04,Charge Sheet,4
23414,23414,2025-07-02,Final Report,1
23415,23415,2024-10-30,Final Report,29
23416,23416,2025-01-18,Final Report,40
23417,23417,2026-07-22,Final Report,48
23418,23418,2025-09-04,Charge Sheet,5
23419,23419,2025-11-02,Final Report,87
23420,23420,2026-07-22,Final Report,13
23421,23421,2026-03-28,Final Report,42
23422,23422,2026-03-24,Charge Sheet,85
23423,23423,2026-01-02,Charge Sheet,41
23424,23424,2026-07-03,Final Report,71
23425,23425,2026-07-22,Charge Sheet,9
23426,23426,2024-11-06,Final Report,6
23427,23427,2026-01-31,Charge Sheet,79
23428,23428,2025-04-23,Final Report,45
23429,23429,2026-07-16,Final Report,1
23430,23430,2026-06-04,Charge Sheet,42
23431,23431,2025-08-23,Final Report,85
23432,23432,2026-05-16,Charge Sheet,90
23433,23433,2026-07-22,Charge Sheet,72
23434,23434,2025-04-06,Supplementary Report,94
23435,23435,2026-07-22,Supplementary Report,55
23436,23436,2026-03-25,Supplementary Report,84
23437,23437,2026-04-09,Charge Sheet,47
23438,23438,2026-07-22,Supplementary Report,89
23439,23439,2026-07-22,Final Report,10
23440,23440,2026-07-22,Final Report,9
23441,23441,2026-07-22,Final Report,9
23442,23442,2025-02-28,Supplementary Report,30
23443,23443,2026-04-30,Charge Sheet,30
23444,23444,2024-12-16,Charge Sheet,45
23445,23445,2025-04-01,Charge Sheet,67
23446,23446,2024-05-13,Final Report,70
23447,23447,2025-11-03,Charge Sheet,62
23448,23448,2025-07-01,Final Report,17
23449,23449,2026-05-18,Final Report,75
23450,23450,2025-02-15,Final Report,71
23451,23451,2024-08-24,Charge Sheet,46
23452,23452,2026-07-22,Final Report,35
23453,23453,2024-12-29,Charge Sheet,75
23454,23454,2026-03-15,Final Report,51
23455,23455,2025-04-08,Final Report,24
23456,23456,2026-07-22,Charge Sheet,88
23457,23457,2024-06-01,Charge Sheet,29
23458,23458,2026-07-22,Supplementary Report,22
23459,23459,2025-01-23,Charge Sheet,17
23460,23460,2026-07-22,Charge Sheet,52
23461,23461,2025-08-28,Supplementary Report,15
23462,23462,2026-05-07,Charge Sheet,36
23463,23463,2024-12-05,Final Report,9
23464,23464,2025-03-14,Final Report,42
23465,23465,2025-02-26,Final Report,26
23466,23466,2024-08-18,Charge Sheet,26
23467,23467,2025-10-16,Charge Sheet,28
23468,23468,2025-03-14,Charge Sheet,90
23469,23469,2025-03-02,Charge Sheet,28
23470,23470,2025-01-20,Charge Sheet,15
23471,23471,2025-08-18,Final Report,91
23472,23472,2024-04-07,Final Report,25
23473,23473,2026-06-11,Final Report,58
23474,23474,2026-06-07,Final Report,36
23475,23475,2026-02-21,Final Report,76
23476,23476,2024-03-24,Supplementary Report,28
23477,23477,2026-07-22,Final Report,20
23478,23478,2024-08-25,Final Report,49
23479,23479,2025-04-12,Charge Sheet,45
23480,23480,2026-07-22,Charge Sheet,64
23481,23481,2025-04-13,Final Report,72
23482,23482,2024-09-01,Supplementary Report,54
23483,23483,2024-04-25,Charge Sheet,41
23484,23484,2026-07-22,Final Report,31
23485,23485,2024-12-18,Final Report,7
23486,23486,2025-09-26,Final Report,14
23487,23487,2026-03-31,Final Report,8
23488,23488,2025-10-11,Charge Sheet,44
23489,23489,2025-07-24,Charge Sheet,62
23490,23490,2025-09-20,Final Report,51
23491,23491,2025-03-07,Final Report,72
23492,23492,2025-08-10,Final Report,39
23493,23493,2025-07-25,Final Report,54
23494,23494,2026-07-22,Charge Sheet,86
23495,23495,2026-04-15,Final Report,67
23496,23496,2026-05-30,Final Report,62
23497,23497,2024-05-28,Final Report,33
23498,23498,2025-04-23,Final Report,58
23499,23499,2025-10-23,Charge Sheet,48
23500,23500,2024-11-28,Charge Sheet,21
23501,23501,2026-05-16,Charge Sheet,12
23502,23502,2025-03-21,Final Report,1
23503,23503,2026-07-22,Charge Sheet,43
23504,23504,2026-07-22,Final Report,82
23505,23505,2026-01-28,Charge Sheet,90
23506,23506,2025-12-27,Final Report,55
23507,23507,2026-07-22,Final Report,51
23508,23508,2025-12-26,Charge Sheet,79
23509,23509,2026-06-19,Final Report,12
23510,23510,2026-02-21,Final Report,81
23511,23511,2025-05-08,Supplementary Report,85
23512,23512,2024-08-26,Final Report,19
23513,23513,2024-07-18,Charge Sheet,19
23514,23514,2026-07-22,Final Report,35
23515,23515,2026-02-05,Charge Sheet,10
23516,23516,2025-10-03,Charge Sheet,54
23517,23517,2024-12-11,Supplementary Report,94
23518,23518,2026-05-29,Final Report,15
23519,23519,2025-06-01,Charge Sheet,20
23520,23520,2026-06-14,Final Report,24
23521,23521,2026-02-08,Charge Sheet,83
23522,23522,2025-05-15,Final Report,59
23523,23523,2025-02-18,Final Report,1
23524,23524,2025-07-23,Final Report,63
23525,23525,2026-07-04,Final Report,47
23526,23526,2025-09-08,Final Report,27
23527,23527,2025-09-02,Final Report,65
23528,23528,2026-04-09,Final Report,44
23529,23529,2025-11-12,Charge Sheet,40
23530,23530,2026-07-22,Charge Sheet,36
23531,23531,2024-07-01,Final Report,75
23532,23532,2024-07-27,Final Report,65
23533,23533,2025-01-14,Final Report,54
23534,23534,2025-03-28,Charge Sheet,94
23535,23535,2026-07-22,Final Report,55
23536,23536,2026-06-15,Charge Sheet,43
23537,23537,2025-05-14,Final Report,89
23538,23538,2026-06-05,Charge Sheet,77
23539,23539,2025-10-26,Final Report,32
23540,23540,2024-07-19,Final Report,77
23541,23541,2024-09-11,Final Report,91
23542,23542,2026-07-12,Charge Sheet,18
23543,23543,2024-05-18,Final Report,68
23544,23544,2026-03-23,Final Report,62
23545,23545,2025-03-28,Supplementary Report,10
23546,23546,2025-03-25,Final Report,59
23547,23547,2026-07-22,Charge Sheet,41
23548,23548,2026-06-05,Charge Sheet,45
23549,23549,2026-02-24,Final Report,30
23550,23550,2025-10-26,Charge Sheet,68
23551,23551,2024-12-16,Charge Sheet,73
23552,23552,2026-07-22,Supplementary Report,57
23553,23553,2026-07-22,Final Report,17
23554,23554,2026-07-22,Final Report,21
23555,23555,2026-07-22,Charge Sheet,77
23556,23556,2025-09-27,Charge Sheet,67
23557,23557,2026-05-02,Final Report,51
23558,23558,2025-09-21,Supplementary Report,1
23559,23559,2025-08-27,Final Report,73
23560,23560,2024-06-28,Supplementary Report,8
23561,23561,2026-03-06,Final Report,21
23562,23562,2025-01-03,Supplementary Report,49
23563,23563,2026-07-22,Final Report,72
23564,23564,2026-03-20,Final Report,22
23565,23565,2026-07-22,Charge Sheet,38
23566,23566,2026-07-13,Charge Sheet,77
23567,23567,2026-03-08,Final Report,49
23568,23568,2026-07-22,Final Report,73
23569,23569,2026-07-22,Charge Sheet,4
23570,23570,2026-05-09,Final Report,26
23571,23571,2026-07-22,Charge Sheet,24
23572,23572,2025-11-24,Charge Sheet,69
23573,23573,2024-12-20,Final Report,47
23574,23574,2024-07-04,Final Report,33
23575,23575,2026-07-22,Charge Sheet,19
23576,23576,2025-11-08,Final Report,20
23577,23577,2026-01-12,Supplementary Report,66
23578,23578,2025-05-15,Final Report,10
23579,23579,2025-10-26,Supplementary Report,89
23580,23580,2025-02-24,Final Report,46
23581,23581,2025-05-30,Charge Sheet,54
23582,23582,2025-03-12,Final Report,29
23583,23583,2026-06-13,Final Report,36
23584,23584,2025-08-23,Final Report,49
23585,23585,2025-06-02,Charge Sheet,47
23586,23586,2026-07-22,Charge Sheet,62
23587,23587,2024-08-06,Final Report,23
23588,23588,2025-02-18,Final Report,84
23589,23589,2025-06-17,Supplementary Report,5
23590,23590,2024-10-25,Charge Sheet,52
23591,23591,2025-03-27,Charge Sheet,45
23592,23592,2025-10-14,Final Report,64
23593,23593,2026-07-22,Charge Sheet,10
23594,23594,2025-10-25,Final Report,28
23595,23595,2026-07-22,Final Report,34
23596,23596,2025-11-24,Final Report,63
23597,23597,2025-05-06,Final Report,45
23598,23598,2025-05-21,Final Report,63
23599,23599,2024-10-25,Final Report,59
23600,23600,2026-07-22,Final Report,34
23601,23601,2024-11-02,Final Report,61
23602,23602,2025-11-22,Final Report,77
23603,23603,2026-05-27,Final Report,80
23604,23604,2025-10-13,Final Report,82
23605,23605,2026-05-05,Supplementary Report,85
23606,23606,2025-04-14,Final Report,43
23607,23607,2026-03-07,Final Report,77
23608,23608,2025-02-21,Supplementary Report,60
23609,23609,2025-09-27,Final Report,28
23610,23610,2025-02-25,Charge Sheet,38
23611,23611,2025-05-24,Final Report,64
23612,23612,2025-02-05,Final Report,60
23613,23613,2026-07-22,Charge Sheet,66
23614,23614,2024-12-30,Final Report,82
23615,23615,2026-04-30,Final Report,13
23616,23616,2024-05-24,Final Report,18
23617,23617,2026-01-30,Final Report,38
23618,23618,2025-06-27,Supplementary Report,36
23619,23619,2026-07-22,Charge Sheet,54
23620,23620,2024-11-30,Final Report,81
23621,23621,2025-03-07,Final Report,64
23622,23622,2025-08-20,Charge Sheet,59
23623,23623,2026-04-05,Supplementary Report,15
23624,23624,2025-02-14,Final Report,69
23625,23625,2025-05-06,Final Report,63
23626,23626,2026-07-22,Final Report,93
23627,23627,2024-11-10,Charge Sheet,33
23628,23628,2025-09-24,Charge Sheet,18
23629,23629,2026-07-22,Final Report,62
23630,23630,2026-07-22,Final Report,51
23631,23631,2024-10-08,Supplementary Report,90
23632,23632,2025-12-10,Charge Sheet,88
23633,23633,2025-08-06,Final Report,55
23634,23634,2024-09-14,Final Report,46
23635,23635,2025-11-07,Final Report,62
23636,23636,2024-09-10,Charge Sheet,29
23637,23637,2026-07-22,Charge Sheet,42
23638,23638,2026-07-22,Charge Sheet,29
23639,23639,2024-06-05,Final Report,89
23640,23640,2024-10-21,Supplementary Report,17
23641,23641,2026-06-01,Final Report,25
23642,23642,2025-05-25,Charge Sheet,25
23643,23643,2026-04-03,Charge Sheet,24
23644,23644,2024-12-14,Final Report,25
23645,23645,2026-04-12,Supplementary Report,15
23646,23646,2026-07-22,Charge Sheet,66
23647,23647,2026-07-22,Final Report,28
23648,23648,2026-07-22,Final Report,11
23649,23649,2025-06-24,Final Report,47
23650,23650,2026-07-22,Final Report,87
23651,23651,2025-03-11,Final Report,73
23652,23652,2026-07-22,Charge Sheet,17
23653,23653,2025-11-18,Final Report,75
23654,23654,2024-12-07,Final Report,43
23655,23655,2026-07-22,Supplementary Report,54
23656,23656,2024-08-04,Charge Sheet,70
23657,23657,2024-10-13,Final Report,41
23658,23658,2026-07-22,Charge Sheet,7
23659,23659,2025-03-26,Supplementary Report,7
23660,23660,2026-07-07,Charge Sheet,10
23661,23661,2026-07-22,Charge Sheet,89
23662,23662,2024-11-07,Final Report,74
23663,23663,2025-03-20,Final Report,28
23664,23664,2025-04-08,Final Report,6
23665,23665,2025-04-04,Charge Sheet,85
23666,23666,2026-07-22,Final Report,76
23667,23667,2026-07-01,Final Report,69
23668,23668,2026-07-22,Final Report,90
23669,23669,2025-03-01,Supplementary Report,16
23670,23670,2025-07-10,Charge Sheet,9
23671,23671,2025-12-16,Charge Sheet,85
23672,23672,2025-03-07,Charge Sheet,71
23673,23673,2025-03-06,Final Report,77
23674,23674,2025-10-10,Supplementary Report,68
23675,23675,2024-12-08,Final Report,24
23676,23676,2024-04-22,Charge Sheet,81
23677,23677,2025-11-14,Final Report,4
23678,23678,2025-01-17,Charge Sheet,54
23679,23679,2026-07-22,Final Report,39
23680,23680,2026-07-22,Charge Sheet,26
23681,23681,2025-06-03,Charge Sheet,48
23682,23682,2026-02-08,Charge Sheet,82
23683,23683,2024-12-15,Charge Sheet,48
23684,23684,2025-10-25,Charge Sheet,82
23685,23685,2025-01-11,Final Report,43
23686,23686,2026-07-18,Charge Sheet,80
23687,23687,2026-07-22,Charge Sheet,83
23688,23688,2025-01-12,Final Report,8
23689,23689,2025-11-15,Final Report,85
23690,23690,2025-01-10,Charge Sheet,85
23691,23691,2026-07-22,Final Report,25
23692,23692,2024-07-14,Final Report,25
23693,23693,2025-07-01,Charge Sheet,31
23694,23694,2025-12-10,Final Report,83
23695,23695,2026-02-10,Final Report,36
23696,23696,2026-07-22,Final Report,43
23697,23697,2024-12-23,Final Report,91
23698,23698,2025-02-09,Charge Sheet,50
23699,23699,2026-07-22,Charge Sheet,13
23700,23700,2025-04-28,Charge Sheet,44
23701,23701,2024-04-22,Charge Sheet,83
23702,23702,2026-07-22,Charge Sheet,51
23703,23703,2024-06-25,Final Report,82
23704,23704,2024-08-10,Charge Sheet,42
23705,23705,2025-08-07,Final Report,18
23706,23706,2026-07-22,Final Report,71
23707,23707,2025-04-30,Charge Sheet,27
23708,23708,2026-07-22,Charge Sheet,57
23709,23709,2026-07-08,Supplementary Report,80
23710,23710,2025-12-25,Final Report,90
23711,23711,2024-12-24,Final Report,51
23712,23712,2026-07-22,Final Report,6
23713,23713,2026-07-22,Final Report,83
23714,23714,2025-07-30,Final Report,70
23715,23715,2024-09-28,Final Report,75
23716,23716,2024-11-10,Final Report,35
23717,23717,2024-08-18,Charge Sheet,86
23718,23718,2025-05-13,Final Report,87
23719,23719,2025-04-28,Charge Sheet,66
23720,23720,2025-09-07,Charge Sheet,41
23721,23721,2026-07-22,Charge Sheet,50
23722,23722,2026-02-20,Final Report,56
23723,23723,2024-06-23,Final Report,55
23724,23724,2025-12-07,Charge Sheet,34
23725,23725,2024-12-26,Final Report,57
23726,23726,2026-01-13,Final Report,13
23727,23727,2024-06-14,Final Report,35
23728,23728,2025-06-04,Final Report,55
23729,23729,2024-07-24,Charge Sheet,52
23730,23730,2026-05-25,Charge Sheet,85
23731,23731,2024-10-11,Final Report,75
23732,23732,2025-02-28,Final Report,18
23733,23733,2024-02-25,Final Report,54
23734,23734,2026-01-29,Charge Sheet,54
23735,23735,2025-07-12,Charge Sheet,59
23736,23736,2026-05-20,Charge Sheet,40
23737,23737,2024-12-13,Charge Sheet,2
23738,23738,2026-05-25,Charge Sheet,10
23739,23739,2024-10-25,Final Report,15
23740,23740,2025-01-24,Charge Sheet,6
23741,23741,2026-06-12,Final Report,47
23742,23742,2025-10-08,Charge Sheet,1
23743,23743,2026-02-10,Final Report,23
23744,23744,2025-07-20,Charge Sheet,59
23745,23745,2026-02-09,Final Report,26
23746,23746,2024-11-29,Charge Sheet,40
23747,23747,2025-04-01,Charge Sheet,44
23748,23748,2024-04-27,Final Report,90
23749,23749,2025-02-21,Charge Sheet,90
23750,23750,2024-08-16,Final Report,42
23751,23751,2026-07-22,Final Report,89
23752,23752,2025-04-15,Final Report,90
23753,23753,2025-02-08,Final Report,50
23754,23754,2026-07-22,Final Report,5
23755,23755,2025-10-08,Final Report,90
23756,23756,2026-07-22,Final Report,18
23757,23757,2025-08-19,Supplementary Report,47
23758,23758,2025-01-18,Final Report,50
23759,23759,2024-12-21,Charge Sheet,54
23760,23760,2024-08-01,Charge Sheet,6
23761,23761,2026-07-12,Final Report,55
23762,23762,2025-07-03,Charge Sheet,92
23763,23763,2026-03-27,Final Report,25
23764,23764,2025-08-11,Final Report,18
23765,23765,2026-07-22,Charge Sheet,75
23766,23766,2024-08-06,Charge Sheet,29
23767,23767,2026-01-30,Final Report,23
23768,23768,2025-04-19,Final Report,11
23769,23769,2026-07-22,Charge Sheet,88
23770,23770,2025-01-01,Final Report,52
23771,23771,2025-10-19,Final Report,28
23772,23772,2024-05-25,Final Report,20
23773,23773,2024-09-28,Final Report,44
23774,23774,2026-07-03,Charge Sheet,4
23775,23775,2025-10-08,Final Report,62
23776,23776,2026-04-05,Final Report,36
23777,23777,2026-07-22,Final Report,71
23778,23778,2025-11-05,Charge Sheet,65
23779,23779,2024-10-24,Charge Sheet,68
23780,23780,2026-07-22,Charge Sheet,7
23781,23781,2026-04-12,Charge Sheet,33
23782,23782,2025-03-25,Charge Sheet,40
23783,23783,2026-03-15,Charge Sheet,13
23784,23784,2024-11-27,Final Report,87
23785,23785,2025-11-22,Charge Sheet,48
23786,23786,2026-04-26,Final Report,25
23787,23787,2025-12-31,Final Report,21
23788,23788,2026-06-01,Final Report,74
23789,23789,2026-02-18,Final Report,91
23790,23790,2026-03-15,Charge Sheet,58
23791,23791,2024-10-20,Charge Sheet,26
23792,23792,2025-04-26,Final Report,18
23793,23793,2025-10-09,Charge Sheet,6
23794,23794,2025-08-17,Charge Sheet,16
23795,23795,2025-04-16,Charge Sheet,21
23796,23796,2026-07-22,Charge Sheet,29
23797,23797,2025-12-11,Final Report,64
23798,23798,2024-12-10,Final Report,11
23799,23799,2025-04-02,Final Report,9
23800,23800,2026-07-22,Final Report,3
23801,23801,2026-07-22,Final Report,92
23802,23802,2025-12-17,Final Report,68
23803,23803,2026-03-25,Final Report,45
23804,23804,2025-01-29,Final Report,17
23805,23805,2024-11-06,Charge Sheet,15
23806,23806,2026-06-25,Final Report,3
23807,23807,2025-03-31,Charge Sheet,29
23808,23808,2026-05-16,Final Report,69
23809,23809,2026-07-22,Final Report,8
23810,23810,2026-07-22,Final Report,41
23811,23811,2026-07-22,Charge Sheet,73
23812,23812,2026-07-22,Final Report,66
23813,23813,2024-10-17,Charge Sheet,39
23814,23814,2025-10-16,Charge Sheet,24
23815,23815,2026-02-20,Final Report,74
23816,23816,2026-07-22,Final Report,80
23817,23817,2026-07-22,Charge Sheet,8
23818,23818,2025-04-06,Final Report,13
23819,23819,2026-03-26,Final Report,45
23820,23820,2026-07-22,Final Report,24
23821,23821,2026-07-22,Final Report,51
23822,23822,2026-04-02,Final Report,13
23823,23823,2025-10-22,Charge Sheet,31
23824,23824,2025-08-04,Final Report,23
23825,23825,2025-08-12,Final Report,92
23826,23826,2025-08-04,Final Report,55
23827,23827,2026-04-17,Final Report,65
23828,23828,2026-01-10,Final Report,44
23829,23829,2024-06-14,Charge Sheet,42
23830,23830,2026-03-20,Charge Sheet,14
23831,23831,2025-03-11,Charge Sheet,11
23832,23832,2025-05-13,Charge Sheet,69
23833,23833,2026-01-25,Charge Sheet,42
23834,23834,2024-11-14,Final Report,87
23835,23835,2025-03-24,Final Report,22
23836,23836,2024-04-14,Final Report,49
23837,23837,2024-08-20,Final Report,15
23838,23838,2026-04-14,Final Report,76
23839,23839,2026-03-04,Supplementary Report,36
23840,23840,2024-03-24,Final Report,65
23841,23841,2025-10-24,Charge Sheet,57
23842,23842,2025-10-21,Final Report,86
23843,23843,2024-03-06,Charge Sheet,94
23844,23844,2026-07-22,Supplementary Report,92
23845,23845,2024-07-18,Final Report,87
23846,23846,2025-12-02,Supplementary Report,16
23847,23847,2026-05-02,Final Report,30
23848,23848,2026-07-22,Charge Sheet,79
23849,23849,2025-08-14,Charge Sheet,32
23850,23850,2026-07-22,Final Report,75
23851,23851,2024-09-05,Charge Sheet,61
23852,23852,2026-07-22,Final Report,77
23853,23853,2024-05-19,Final Report,88
23854,23854,2025-07-24,Supplementary Report,59
23855,23855,2025-08-07,Final Report,74
23856,23856,2026-07-22,Final Report,38
23857,23857,2026-07-22,Final Report,16
23858,23858,2025-01-18,Final Report,10
23859,23859,2026-07-22,Final Report,39
23860,23860,2025-05-18,Final Report,44
23861,23861,2025-03-15,Supplementary Report,69
23862,23862,2026-07-22,Final Report,3
23863,23863,2024-10-23,Supplementary Report,5
23864,23864,2025-05-13,Final Report,62
23865,23865,2025-11-11,Supplementary Report,85
23866,23866,2025-05-08,Charge Sheet,83
23867,23867,2025-08-22,Final Report,26
23868,23868,2024-12-17,Charge Sheet,30
23869,23869,2025-07-27,Charge Sheet,70
23870,23870,2025-10-03,Final Report,6
23871,23871,2026-07-22,Final Report,37
23872,23872,2026-03-17,Charge Sheet,18
23873,23873,2025-10-01,Final Report,53
23874,23874,2026-03-10,Charge Sheet,84
23875,23875,2026-06-03,Final Report,6
23876,23876,2026-06-20,Final Report,53
23877,23877,2026-07-22,Charge Sheet,35
23878,23878,2026-07-22,Charge Sheet,72
23879,23879,2025-07-23,Final Report,61
23880,23880,2026-07-08,Charge Sheet,40
23881,23881,2026-07-22,Charge Sheet,54
23882,23882,2026-07-22,Supplementary Report,39
23883,23883,2026-01-16,Charge Sheet,46
23884,23884,2026-02-27,Charge Sheet,75
23885,23885,2025-09-15,Final Report,86
23886,23886,2025-03-05,Charge Sheet,15
23887,23887,2024-02-05,Final Report,87
23888,23888,2026-06-16,Charge Sheet,81
23889,23889,2026-07-22,Final Report,78
23890,23890,2025-09-01,Charge Sheet,70
23891,23891,2025-06-18,Charge Sheet,75
23892,23892,2026-07-22,Supplementary Report,11
23893,23893,2026-05-19,Charge Sheet,28
23894,23894,2024-08-23,Charge Sheet,56
23895,23895,2025-01-29,Charge Sheet,88
23896,23896,2025-06-18,Charge Sheet,67
23897,23897,2025-08-25,Final Report,29
23898,23898,2026-03-18,Final Report,45
23899,23899,2024-10-28,Final Report,7
23900,23900,2025-02-02,Final Report,27
23901,23901,2025-11-09,Final Report,46
23902,23902,2026-07-22,Final Report,4
23903,23903,2024-09-14,Charge Sheet,56
23904,23904,2026-05-31,Final Report,3
23905,23905,2025-12-27,Charge Sheet,80
23906,23906,2025-10-03,Charge Sheet,89
23907,23907,2025-12-26,Final Report,53
23908,23908,2026-07-22,Final Report,92
23909,23909,2026-07-22,Final Report,23
23910,23910,2026-06-29,Charge Sheet,60
23911,23911,2026-07-22,Final Report,50
23912,23912,2026-02-10,Final Report,22
23913,23913,2026-07-22,Final Report,62
23914,23914,2025-05-10,Final Report,81
23915,23915,2026-07-22,Charge Sheet,17
23916,23916,2024-12-16,Final Report,71
23917,23917,2025-10-08,Supplementary Report,73
23918,23918,2026-07-22,Charge Sheet,28
23919,23919,2024-12-13,Final Report,37
