ArrestSurrenderID,CaseMasterID,ArrestSurrenderTypeID,ArrestSurrenderDate,ArrestSurrenderStateId,ArrestSurrenderDistrictId,PoliceStationID,IOID,CourtID,AccusedMasterID,IsAccused,IsComplainantAccused
20897,20897,2,2026-06-06,1,16,49,47,16,20897,1,0
20898,20898,1,2025-07-03,1,5,15,15,5,20898,1,0
20899,20899,1,2025-11-04,1,3,10,9,3,20899,1,0
20900,20900,2,2025-04-04,1,28,83,84,28,20900,1,0
20901,20901,1,2025-01-28,1,24,71,71,24,20901,1,0
20902,20902,2,2024-12-29,1,6,18,18,6,20902,1,0
20903,20903,1,2026-02-09,1,20,60,60,20,20903,1,0
20904,20904,2,2026-02-01,1,1,4,4,1,20904,1,0
20905,20905,1,2026-07-01,1,23,68,68,23,20905,1,0
20906,20906,1,2026-07-12,1,27,80,80,27,20906,1,0
20907,20907,1,2025-07-28,1,9,27,26,9,20907,1,0
20908,20908,1,2024-06-04,1,22,67,67,22,20908,1,0
20909,20909,2,2026-07-22,1,27,81,80,27,20909,1,0
20910,20910,1,2024-07-11,1,5,15,14,5,20910,1,0
20911,20911,1,2024-06-17,1,5,16,16,5,20911,1,0
20912,20912,1,2026-07-22,1,8,24,25,8,20912,1,0
20913,20913,1,2026-07-06,1,28,83,83,28,20913,1,0
20914,20914,1,2026-03-27,1,4,12,12,4,20914,1,0
20915,20915,2,2024-04-03,1,12,36,35,12,20915,1,0
20916,20916,1,2025-08-04,1,15,44,45,15,20916,1,0
20917,20917,1,2025-08-27,1,21,62,62,21,20917,1,0
20918,20918,1,2025-11-14,1,13,40,40,13,20918,1,0
20919,20919,2,2024-08-06,1,9,28,27,9,20919,1,0
20920,20920,1,2024-10-27,1,20,60,59,20,20920,1,0
20921,20921,1,2025-04-30,1,10,31,30,10,20921,1,0
20922,20922,1,2026-07-22,1,3,10,10,3,20922,1,0
20923,20923,2,2026-07-08,1,10,29,29,10,20923,1,0
20924,20924,2,2025-04-03,1,5,14,16,5,20924,1,0
20925,20925,1,2024-03-26,1,8,23,25,8,20925,1,0
20926,20926,1,2025-04-20,1,24,71,73,24,20926,1,0
20927,20927,1,2024-10-31,1,21,63,64,21,20927,1,0
20928,20928,1,2026-06-16,1,3,9,10,3,20928,1,0
20929,20929,2,2026-07-22,1,26,77,79,26,20929,1,0
20930,20930,1,2024-09-11,1,31,93,94,31,20930,1,0
20931,20931,1,2026-04-03,1,14,41,42,14,20931,1,0
20932,20932,1,2026-03-10,1,6,17,19,6,20932,1,0
20933,20933,2,2026-06-12,1,25,76,76,25,20933,1,0
20934,20934,1,2026-03-01,1,16,49,47,16,20934,1,0
20935,20935,1,2025-04-17,1,28,83,85,28,20935,1,0
20936,20936,1,2026-06-19,1,3,8,8,3,20936,1,0
20937,20937,2,2024-01-17,1,3,8,8,3,20937,1,0
20938,20938,1,2025-08-03,1,12,35,35,12,20938,1,0
20939,20939,1,2025-11-16,1,16,49,47,16,20939,1,0
20940,20940,2,2025-12-11,1,14,41,42,14,20940,1,0
20941,20941,1,2026-02-25,1,12,36,36,12,20941,1,0
20942,20942,1,2026-02-09,1,21,62,64,21,20942,1,0
20943,20943,1,2024-04-02,1,18,54,55,18,20943,1,0
20944,20944,1,2026-03-07,1,14,43,42,14,20944,1,0
20945,20945,1,2024-06-26,1,27,82,82,27,20945,1,0
20946,20946,2,2025-03-13,1,1,2,4,1,20946,1,0
20947,20947,2,2025-07-14,1,29,88,88,29,20947,1,0
20948,20948,1,2024-10-06,1,5,14,16,5,20948,1,0
20949,20949,2,2025-07-06,1,21,63,63,21,20949,1,0
20950,20950,1,2026-02-28,1,7,20,20,7,20950,1,0
20951,20951,1,2024-06-06,1,29,86,86,29,20951,1,0
20952,20952,1,2026-07-01,1,16,47,47,16,20952,1,0
20953,20953,1,2024-12-07,1,28,83,85,28,20953,1,0
20954,20954,1,2025-01-29,1,24,72,72,24,20954,1,0
20955,20955,1,2026-07-22,1,5,16,14,5,20955,1,0
20956,20956,1,2024-07-07,1,19,58,57,19,20956,1,0
20957,20957,1,2024-08-09,1,16,48,47,16,20957,1,0
20958,20958,1,2025-09-15,1,22,67,67,22,20958,1,0
20959,20959,2,2025-07-15,1,30,89,91,30,20959,1,0
20960,20960,1,2025-12-26,1,7,20,21,7,20960,1,0
20961,20961,1,2025-02-05,1,3,10,10,3,20961,1,0
20962,20962,1,2026-06-19,1,27,82,81,27,20962,1,0
20963,20963,2,2025-02-05,1,31,94,92,31,20963,1,0
20964,20964,2,2026-02-12,1,19,56,57,19,20964,1,0
20965,20965,1,2025-09-11,1,23,68,69,23,20965,1,0
20966,20966,2,2024-07-28,1,11,33,34,11,20966,1,0
20967,20967,1,2024-10-01,1,19,57,56,19,20967,1,0
20968,20968,1,2025-03-10,1,16,47,47,16,20968,1,0
20969,20969,1,2026-07-22,1,16,47,49,16,20969,1,0
20970,20970,1,2025-12-02,1,24,71,72,24,20970,1,0
20971,20971,1,2024-10-15,1,16,47,49,16,20971,1,0
20972,20972,1,2026-07-22,1,23,69,70,23,20972,1,0
20973,20973,1,2024-11-18,1,17,51,52,17,20973,1,0
20974,20974,1,2025-11-08,1,10,31,29,10,20974,1,0
20975,20975,1,2025-05-03,1,28,85,84,28,20975,1,0
20976,20976,1,2025-10-09,1,9,28,26,9,20976,1,0
20977,20977,1,2025-02-26,1,25,75,75,25,20977,1,0
20978,20978,2,2025-09-19,1,14,43,41,14,20978,1,0
20979,20979,1,2025-07-25,1,5,16,16,5,20979,1,0
20980,20980,1,2025-01-26,1,10,31,29,10,20980,1,0
20981,20981,1,2024-04-22,1,15,44,44,15,20981,1,0
20982,20982,1,2025-08-23,1,15,46,44,15,20982,1,0
20983,20983,1,2026-07-22,1,4,13,13,4,20983,1,0
20984,20984,2,2024-12-03,1,18,55,54,18,20984,1,0
20985,20985,1,2026-04-29,1,27,80,80,27,20985,1,0
20986,20986,1,2026-04-07,1,12,35,37,12,20986,1,0
20987,20987,1,2026-05-12,1,13,40,38,13,20987,1,0
20988,20988,1,2024-07-27,1,30,91,89,30,20988,1,0
20989,20989,2,2026-01-25,1,31,94,92,31,20989,1,0
20990,20990,1,2025-08-30,1,31,94,92,31,20990,1,0
20991,20991,2,2024-10-27,1,30,90,89,30,20991,1,0
20992,20992,1,2025-09-08,1,17,52,51,17,20992,1,0
20993,20993,1,2026-06-30,1,6,18,19,6,20993,1,0
20994,20994,1,2025-12-22,1,31,92,92,31,20994,1,0
20995,20995,2,2025-01-22,1,22,67,67,22,20995,1,0
20996,20996,1,2026-04-18,1,12,37,35,12,20996,1,0
20997,20997,1,2025-11-16,1,10,29,31,10,20997,1,0
20998,20998,1,2026-06-22,1,9,27,26,9,20998,1,0
20999,20999,1,2026-01-16,1,12,37,37,12,20999,1,0
21000,21000,2,2024-09-10,1,10,29,29,10,21000,1,0
21001,21001,1,2026-03-24,1,5,16,14,5,21001,1,0
21002,21002,1,2025-05-13,1,9,26,27,9,21002,1,0
21003,21003,1,2026-06-26,1,10,29,30,10,21003,1,0
21004,21004,1,2026-05-26,1,14,42,43,14,21004,1,0
21005,21005,2,2025-05-15,1,2,7,5,2,21005,1,0
21006,21006,1,2025-02-22,1,10,30,29,10,21006,1,0
21007,21007,1,2026-07-19,1,20,59,61,20,21007,1,0
21008,21008,1,2024-06-23,1,13,38,40,13,21008,1,0
21009,21009,1,2025-09-11,1,31,93,93,31,21009,1,0
21010,21010,1,2024-04-20,1,2,7,5,2,21010,1,0
21011,21011,2,2025-10-29,1,19,56,58,19,21011,1,0
21012,21012,1,2025-05-17,1,2,7,6,2,21012,1,0
21013,21013,1,2024-03-27,1,16,48,48,16,21013,1,0
21014,21014,1,2025-01-23,1,1,3,3,1,21014,1,0
21015,21015,1,2024-07-14,1,24,72,73,24,21015,1,0
21016,21016,2,2025-01-21,1,22,66,65,22,21016,1,0
21017,21017,1,2026-05-01,1,18,54,53,18,21017,1,0
21018,21018,2,2024-04-17,1,22,65,65,22,21018,1,0
21019,21019,2,2025-07-29,1,6,18,18,6,21019,1,0
21020,21020,1,2025-05-20,1,25,76,76,25,21020,1,0
21021,21021,1,2024-09-20,1,24,72,73,24,21021,1,0
21022,21022,1,2025-07-16,1,1,1,2,1,21022,1,0
21023,21023,1,2024-02-08,1,3,10,9,3,21023,1,0
21024,21024,1,2024-12-06,1,20,61,61,20,21024,1,0
21025,21025,1,2026-02-07,1,17,52,51,17,21025,1,0
21026,21026,1,2024-06-19,1,1,3,2,1,21026,1,0
21027,21027,2,2026-04-17,1,18,55,54,18,21027,1,0
21028,21028,1,2025-10-14,1,5,14,16,5,21028,1,0
21029,21029,2,2025-02-25,1,12,35,36,12,21029,1,0
21030,21030,1,2024-11-15,1,10,30,30,10,21030,1,0
21031,21031,1,2025-07-11,1,10,29,31,10,21031,1,0
21032,21032,2,2025-07-03,1,31,93,94,31,21032,1,0
21033,21033,2,2024-12-20,1,1,1,1,1,21033,1,0
21034,21034,1,2025-08-25,1,15,46,45,15,21034,1,0
21035,21035,1,2026-03-03,1,18,55,55,18,21035,1,0
21036,21036,1,2026-07-22,1,12,35,37,12,21036,1,0
21037,21037,1,2026-05-09,1,15,45,46,15,21037,1,0
21038,21038,1,2026-07-22,1,4,11,11,4,21038,1,0
21039,21039,1,2024-05-23,1,5,16,15,5,21039,1,0
21040,21040,1,2024-11-19,1,27,80,82,27,21040,1,0
21041,21041,1,2025-10-17,1,22,67,65,22,21041,1,0
21042,21042,1,2024-12-06,1,8,25,23,8,21042,1,0
21043,21043,2,2026-01-03,1,26,77,77,26,21043,1,0
21044,21044,1,2024-11-09,1,25,74,76,25,21044,1,0
21045,21045,1,2025-09-26,1,11,34,33,11,21045,1,0
21046,21046,2,2025-09-04,1,11,33,32,11,21046,1,0
21047,21047,2,2025-07-30,1,27,82,81,27,21047,1,0
21048,21048,1,2024-11-03,1,12,37,36,12,21048,1,0
21049,21049,2,2026-01-26,1,4,12,11,4,21049,1,0
21050,21050,1,2024-04-17,1,17,51,52,17,21050,1,0
21051,21051,2,2025-07-02,1,11,33,32,11,21051,1,0
21052,21052,1,2025-07-26,1,12,36,36,12,21052,1,0
21053,21053,1,2024-05-20,1,23,70,70,23,21053,1,0
21054,21054,1,2025-06-11,1,28,85,85,28,21054,1,0
21055,21055,2,2026-03-02,1,21,64,62,21,21055,1,0
21056,21056,2,2026-05-05,1,30,89,90,30,21056,1,0
21057,21057,2,2024-09-19,1,28,83,85,28,21057,1,0
21058,21058,1,2026-07-22,1,2,5,7,2,21058,1,0
21059,21059,1,2025-04-19,1,17,50,51,17,21059,1,0
21060,21060,1,2024-08-23,1,11,32,34,11,21060,1,0
21061,21061,1,2024-08-25,1,22,67,65,22,21061,1,0
21062,21062,2,2024-11-27,1,22,67,67,22,21062,1,0
21063,21063,1,2024-08-07,1,20,60,60,20,21063,1,0
21064,21064,1,2026-01-08,1,18,54,54,18,21064,1,0
21065,21065,1,2024-05-24,1,6,18,17,6,21065,1,0
21066,21066,1,2025-05-26,1,28,83,84,28,21066,1,0
21067,21067,2,2026-03-25,1,9,26,26,9,21067,1,0
21068,21068,2,2026-07-22,1,29,88,87,29,21068,1,0
21069,21069,1,2025-10-06,1,24,71,73,24,21069,1,0
21070,21070,1,2025-03-17,1,25,76,76,25,21070,1,0
21071,21071,1,2024-12-29,1,2,7,7,2,21071,1,0
21072,21072,1,2024-12-30,1,2,5,6,2,21072,1,0
21073,21073,1,2024-08-22,1,2,6,7,2,21073,1,0
21074,21074,1,2025-05-03,1,14,42,43,14,21074,1,0
21075,21075,1,2026-05-22,1,24,72,72,24,21075,1,0
21076,21076,1,2026-05-26,1,9,28,26,9,21076,1,0
21077,21077,1,2025-09-10,1,13,39,39,13,21077,1,0
21078,21078,1,2025-10-11,1,11,33,33,11,21078,1,0
21079,21079,2,2024-07-12,1,22,65,66,22,21079,1,0
21080,21080,1,2025-02-23,1,14,43,41,14,21080,1,0
21081,21081,1,2024-12-08,1,12,37,37,12,21081,1,0
21082,21082,1,2025-02-10,1,25,74,76,25,21082,1,0
21083,21083,2,2025-07-11,1,22,65,66,22,21083,1,0
21084,21084,1,2026-01-12,1,22,65,67,22,21084,1,0
21085,21085,1,2025-05-15,1,25,75,75,25,21085,1,0
21086,21086,2,2025-04-21,1,7,22,20,7,21086,1,0
21087,21087,1,2024-12-12,1,30,91,89,30,21087,1,0
21088,21088,1,2024-10-18,1,28,85,85,28,21088,1,0
21089,21089,1,2025-11-05,1,28,85,83,28,21089,1,0
21090,21090,1,2026-07-22,1,1,1,3,1,21090,1,0
21091,21091,1,2026-03-24,1,5,14,15,5,21091,1,0
21092,21092,1,2024-07-19,1,19,57,58,19,21092,1,0
21093,21093,1,2024-05-24,1,17,51,52,17,21093,1,0
21094,21094,1,2026-02-18,1,30,91,89,30,21094,1,0
21095,21095,1,2026-07-16,1,30,91,89,30,21095,1,0
21096,21096,2,2024-10-08,1,18,53,54,18,21096,1,0
21097,21097,1,2024-06-17,1,6,18,17,6,21097,1,0
21098,21098,1,2026-07-10,1,17,50,50,17,21098,1,0
21099,21099,1,2026-02-09,1,7,21,20,7,21099,1,0
21100,21100,2,2026-07-12,1,29,87,87,29,21100,1,0
21101,21101,1,2025-09-01,1,9,26,28,9,21101,1,0
21102,21102,1,2026-06-30,1,9,27,26,9,21102,1,0
21103,21103,1,2024-04-28,1,16,49,47,16,21103,1,0
21104,21104,1,2025-10-30,1,9,27,27,9,21104,1,0
21105,21105,1,2025-12-11,1,31,92,92,31,21105,1,0
21106,21106,1,2025-08-14,1,31,93,94,31,21106,1,0
21107,21107,1,2026-07-22,1,20,59,59,20,21107,1,0
21108,21108,1,2025-04-19,1,28,85,83,28,21108,1,0
21109,21109,1,2024-07-08,1,20,61,60,20,21109,1,0
21110,21110,2,2026-06-16,1,12,35,37,12,21110,1,0
21111,21111,1,2026-07-22,1,26,79,79,26,21111,1,0
21112,21112,1,2024-05-05,1,24,72,73,24,21112,1,0
21113,21113,1,2025-12-16,1,24,72,71,24,21113,1,0
21114,21114,1,2024-06-14,1,18,54,53,18,21114,1,0
21115,21115,2,2025-07-14,1,30,91,90,30,21115,1,0
21116,21116,2,2026-07-15,1,1,3,1,1,21116,1,0
21117,21117,1,2026-03-09,1,1,2,4,1,21117,1,0
21118,21118,1,2026-07-22,1,16,48,47,16,21118,1,0
21119,21119,2,2024-05-31,1,7,20,21,7,21119,1,0
21120,21120,1,2025-07-09,1,10,30,30,10,21120,1,0
21121,21121,2,2025-12-12,1,9,26,27,9,21121,1,0
21122,21122,1,2025-05-14,1,13,39,39,13,21122,1,0
21123,21123,1,2025-10-05,1,29,86,88,29,21123,1,0
21124,21124,1,2025-09-07,1,30,89,91,30,21124,1,0
21125,21125,2,2024-03-03,1,28,83,83,28,21125,1,0
21126,21126,1,2026-05-11,1,20,61,60,20,21126,1,0
21127,21127,1,2025-06-19,1,17,51,50,17,21127,1,0
21128,21128,1,2025-07-29,1,13,40,38,13,21128,1,0
21129,21129,1,2024-06-08,1,29,88,88,29,21129,1,0
21130,21130,1,2025-10-06,1,14,42,43,14,21130,1,0
21131,21131,1,2024-06-03,1,15,46,46,15,21131,1,0
21132,21132,1,2025-07-22,1,15,45,45,15,21132,1,0
21133,21133,1,2025-05-31,1,28,83,84,28,21133,1,0
21134,21134,1,2025-11-22,1,4,12,12,4,21134,1,0
21135,21135,2,2025-10-26,1,28,84,83,28,21135,1,0
21136,21136,2,2024-07-29,1,19,57,57,19,21136,1,0
21137,21137,1,2024-02-27,1,8,25,24,8,21137,1,0
21138,21138,1,2025-03-02,1,9,28,26,9,21138,1,0
21139,21139,1,2024-06-09,1,5,16,15,5,21139,1,0
21140,21140,1,2024-04-23,1,9,27,26,9,21140,1,0
21141,21141,2,2025-09-24,1,4,11,12,4,21141,1,0
21142,21142,1,2025-01-13,1,26,79,77,26,21142,1,0
21143,21143,1,2024-05-22,1,11,32,33,11,21143,1,0
21144,21144,1,2025-06-26,1,8,23,24,8,21144,1,0
21145,21145,2,2024-11-16,1,30,91,90,30,21145,1,0
21146,21146,1,2024-04-15,1,11,33,34,11,21146,1,0
21147,21147,1,2024-12-23,1,30,89,91,30,21147,1,0
21148,21148,1,2026-05-05,1,24,71,71,24,21148,1,0
21149,21149,1,2025-07-07,1,18,53,55,18,21149,1,0
21150,21150,1,2025-11-11,1,5,15,14,5,21150,1,0
21151,21151,2,2025-08-19,1,14,42,42,14,21151,1,0
21152,21152,1,2026-05-09,1,30,90,89,30,21152,1,0
21153,21153,2,2026-07-22,1,9,28,27,9,21153,1,0
21154,21154,1,2026-03-02,1,12,35,36,12,21154,1,0
21155,21155,1,2025-10-23,1,4,13,11,4,21155,1,0
21156,21156,2,2025-12-28,1,28,85,83,28,21156,1,0
21157,21157,1,2026-05-15,1,22,67,66,22,21157,1,0
21158,21158,1,2025-09-19,1,18,55,54,18,21158,1,0
21159,21159,1,2025-10-12,1,23,70,68,23,21159,1,0
21160,21160,2,2025-01-27,1,20,61,60,20,21160,1,0
21161,21161,1,2025-10-23,1,19,58,58,19,21161,1,0
21162,21162,1,2025-01-29,1,4,11,12,4,21162,1,0
21163,21163,1,2026-07-22,1,7,22,22,7,21163,1,0
21164,21164,1,2025-11-26,1,4,12,11,4,21164,1,0
21165,21165,1,2026-01-06,1,30,90,89,30,21165,1,0
21166,21166,1,2025-09-22,1,24,73,71,24,21166,1,0
21167,21167,1,2026-02-14,1,30,90,90,30,21167,1,0
21168,21168,1,2025-12-04,1,28,84,85,28,21168,1,0
21169,21169,1,2025-02-26,1,14,43,43,14,21169,1,0
21170,21170,1,2024-09-07,1,12,36,37,12,21170,1,0
21171,21171,1,2026-01-04,1,19,57,56,19,21171,1,0
21172,21172,2,2024-10-17,1,28,85,85,28,21172,1,0
21173,21173,1,2026-07-22,1,11,33,32,11,21173,1,0
21174,21174,1,2024-09-07,1,19,57,56,19,21174,1,0
21175,21175,1,2025-04-23,1,24,71,71,24,21175,1,0
21176,21176,1,2025-05-23,1,8,24,23,8,21176,1,0
21177,21177,1,2024-04-28,1,22,65,66,22,21177,1,0
21178,21178,1,2025-08-23,1,23,69,68,23,21178,1,0
21179,21179,1,2025-08-04,1,23,70,70,23,21179,1,0
21180,21180,1,2025-04-08,1,6,18,19,6,21180,1,0
21181,21181,1,2024-05-02,1,8,23,25,8,21181,1,0
21182,21182,2,2025-03-08,1,10,30,29,10,21182,1,0
21183,21183,1,2025-02-08,1,16,49,49,16,21183,1,0
21184,21184,1,2025-05-01,1,13,40,39,13,21184,1,0
21185,21185,2,2024-05-24,1,23,69,70,23,21185,1,0
21186,21186,1,2025-12-21,1,3,9,9,3,21186,1,0
21187,21187,1,2026-07-05,1,4,13,12,4,21187,1,0
21188,21188,1,2024-12-24,1,4,11,11,4,21188,1,0
21189,21189,1,2025-08-29,1,19,58,56,19,21189,1,0
21190,21190,2,2024-12-27,1,27,82,81,27,21190,1,0
21191,21191,1,2025-05-30,1,29,88,86,29,21191,1,0
21192,21192,2,2026-04-12,1,26,77,77,26,21192,1,0
21193,21193,1,2024-10-13,1,28,83,83,28,21193,1,0
21194,21194,1,2025-11-26,1,25,75,75,25,21194,1,0
21195,21195,1,2026-07-22,1,9,26,28,9,21195,1,0
21196,21196,1,2024-09-27,1,8,24,25,8,21196,1,0
21197,21197,1,2026-04-28,1,10,31,31,10,21197,1,0
21198,21198,1,2026-04-24,1,20,61,59,20,21198,1,0
21199,21199,1,2026-03-24,1,18,55,55,18,21199,1,0
21200,21200,1,2024-09-17,1,13,40,38,13,21200,1,0
21201,21201,1,2026-07-22,1,4,12,13,4,21201,1,0
21202,21202,1,2025-04-25,1,16,49,47,16,21202,1,0
21203,21203,1,2024-12-18,1,11,34,33,11,21203,1,0
21204,21204,1,2025-03-23,1,24,71,73,24,21204,1,0
21205,21205,1,2025-08-02,1,25,75,74,25,21205,1,0
21206,21206,1,2025-02-11,1,23,70,69,23,21206,1,0
21207,21207,2,2025-04-09,1,3,10,9,3,21207,1,0
21208,21208,1,2025-10-24,1,7,22,21,7,21208,1,0
21209,21209,1,2026-03-19,1,1,3,4,1,21209,1,0
21210,21210,1,2025-07-23,1,17,51,51,17,21210,1,0
21211,21211,1,2025-05-10,1,25,76,75,25,21211,1,0
21212,21212,1,2026-05-02,1,12,35,36,12,21212,1,0
21213,21213,1,2026-02-05,1,30,91,90,30,21213,1,0
21214,21214,1,2025-11-12,1,23,69,69,23,21214,1,0
21215,21215,1,2024-10-08,1,16,49,48,16,21215,1,0
21216,21216,1,2026-07-22,1,13,38,39,13,21216,1,0
21217,21217,1,2026-02-24,1,25,75,75,25,21217,1,0
21218,21218,1,2025-07-27,1,7,20,22,7,21218,1,0
21219,21219,1,2025-03-21,1,15,44,45,15,21219,1,0
21220,21220,1,2025-12-27,1,2,5,6,2,21220,1,0
21221,21221,1,2026-06-19,1,14,43,42,14,21221,1,0
21222,21222,1,2025-11-13,1,9,27,26,9,21222,1,0
21223,21223,1,2025-05-23,1,13,40,39,13,21223,1,0
21224,21224,1,2024-11-25,1,23,69,70,23,21224,1,0
21225,21225,2,2025-06-14,1,16,48,47,16,21225,1,0
21226,21226,2,2025-12-08,1,12,35,37,12,21226,1,0
21227,21227,1,2024-04-06,1,5,14,16,5,21227,1,0
21228,21228,1,2026-04-15,1,28,85,84,28,21228,1,0
21229,21229,2,2026-07-14,1,16,49,48,16,21229,1,0
21230,21230,1,2024-10-21,1,24,71,72,24,21230,1,0
21231,21231,1,2025-03-07,1,22,65,66,22,21231,1,0
21232,21232,1,2024-12-20,1,1,1,1,1,21232,1,0
21233,21233,1,2026-02-09,1,29,87,88,29,21233,1,0
21234,21234,1,2025-04-13,1,9,26,27,9,21234,1,0
21235,21235,2,2025-10-30,1,5,14,15,5,21235,1,0
21236,21236,2,2024-12-31,1,9,27,28,9,21236,1,0
21237,21237,1,2026-07-22,1,9,28,28,9,21237,1,0
21238,21238,1,2025-10-15,1,7,22,20,7,21238,1,0
21239,21239,1,2026-02-19,1,10,30,30,10,21239,1,0
21240,21240,2,2025-04-02,1,16,49,48,16,21240,1,0
21241,21241,1,2025-04-30,1,12,37,36,12,21241,1,0
21242,21242,2,2024-09-23,1,30,89,89,30,21242,1,0
21243,21243,1,2025-01-31,1,25,76,74,25,21243,1,0
21244,21244,2,2024-05-15,1,20,61,61,20,21244,1,0
21245,21245,1,2025-09-14,1,6,18,17,6,21245,1,0
21246,21246,1,2026-01-30,1,28,84,85,28,21246,1,0
21247,21247,1,2025-03-24,1,31,92,93,31,21247,1,0
21248,21248,1,2025-04-28,1,26,79,79,26,21248,1,0
21249,21249,1,2025-10-04,1,15,45,44,15,21249,1,0
21250,21250,1,2025-09-19,1,26,77,79,26,21250,1,0
21251,21251,1,2026-02-11,1,24,71,72,24,21251,1,0
21252,21252,1,2024-08-14,1,3,8,9,3,21252,1,0
21253,21253,2,2026-04-23,1,19,56,57,19,21253,1,0
21254,21254,1,2024-08-02,1,22,67,65,22,21254,1,0
21255,21255,1,2024-05-15,1,27,80,81,27,21255,1,0
21256,21256,1,2024-08-17,1,30,91,90,30,21256,1,0
21257,21257,1,2024-04-14,1,21,63,64,21,21257,1,0
21258,21258,2,2024-06-07,1,19,57,58,19,21258,1,0
21259,21259,1,2024-07-21,1,4,11,13,4,21259,1,0
21260,21260,2,2025-07-10,1,8,25,25,8,21260,1,0
21261,21261,1,2025-09-15,1,12,37,37,12,21261,1,0
21262,21262,1,2026-01-22,1,21,64,64,21,21262,1,0
21263,21263,1,2024-12-20,1,13,39,39,13,21263,1,0
21264,21264,2,2025-06-04,1,24,72,71,24,21264,1,0
21265,21265,1,2025-06-02,1,22,67,66,22,21265,1,0
21266,21266,2,2026-04-23,1,12,37,36,12,21266,1,0
21267,21267,2,2024-06-23,1,9,27,28,9,21267,1,0
21268,21268,1,2024-08-02,1,11,33,34,11,21268,1,0
21269,21269,1,2024-06-14,1,24,73,71,24,21269,1,0
21270,21270,1,2025-08-31,1,22,66,65,22,21270,1,0
21271,21271,1,2026-01-05,1,10,31,30,10,21271,1,0
21272,21272,2,2025-06-27,1,16,48,47,16,21272,1,0
21273,21273,1,2025-09-30,1,4,12,11,4,21273,1,0
21274,21274,2,2024-12-15,1,12,36,36,12,21274,1,0
21275,21275,2,2025-05-07,1,13,39,38,13,21275,1,0
21276,21276,1,2024-02-29,1,27,81,80,27,21276,1,0
21277,21277,2,2024-05-13,1,10,31,30,10,21277,1,0
21278,21278,2,2025-12-02,1,3,9,9,3,21278,1,0
21279,21279,1,2025-04-04,1,10,30,31,10,21279,1,0
21280,21280,1,2025-03-29,1,31,92,93,31,21280,1,0
21281,21281,1,2025-03-19,1,8,25,23,8,21281,1,0
21282,21282,1,2024-04-18,1,27,81,81,27,21282,1,0
21283,21283,1,2025-05-05,1,24,73,73,24,21283,1,0
21284,21284,1,2024-05-08,1,23,69,69,23,21284,1,0
21285,21285,1,2024-05-13,1,2,6,6,2,21285,1,0
21286,21286,1,2026-05-11,1,23,69,69,23,21286,1,0
21287,21287,1,2025-02-14,1,15,46,44,15,21287,1,0
21288,21288,1,2025-07-17,1,17,51,52,17,21288,1,0
21289,21289,1,2025-10-23,1,26,77,78,26,21289,1,0
21290,21290,2,2026-02-15,1,1,4,2,1,21290,1,0
21291,21291,1,2025-02-23,1,23,70,70,23,21291,1,0
21292,21292,1,2026-01-06,1,11,32,32,11,21292,1,0
21293,21293,1,2025-10-05,1,21,62,64,21,21293,1,0
21294,21294,1,2026-05-09,1,7,21,21,7,21294,1,0
21295,21295,1,2024-10-07,1,11,32,32,11,21295,1,0
21296,21296,2,2024-10-30,1,17,51,51,17,21296,1,0
21297,21297,1,2025-10-05,1,13,38,38,13,21297,1,0
21298,21298,1,2026-02-27,1,26,77,79,26,21298,1,0
21299,21299,2,2026-07-22,1,25,75,76,25,21299,1,0
21300,21300,1,2025-03-18,1,18,54,53,18,21300,1,0
21301,21301,2,2024-01-24,1,30,89,89,30,21301,1,0
21302,21302,1,2025-03-15,1,28,84,83,28,21302,1,0
21303,21303,1,2026-07-22,1,6,19,18,6,21303,1,0
21304,21304,1,2025-04-26,1,2,7,7,2,21304,1,0
21305,21305,1,2026-05-04,1,6,18,18,6,21305,1,0
21306,21306,1,2025-02-02,1,22,67,67,22,21306,1,0
21307,21307,1,2024-07-26,1,22,66,65,22,21307,1,0
21308,21308,1,2025-07-16,1,19,56,57,19,21308,1,0
21309,21309,1,2026-05-07,1,1,3,1,1,21309,1,0
21310,21310,1,2024-06-07,1,27,80,80,27,21310,1,0
21311,21311,1,2026-07-18,1,3,10,9,3,21311,1,0
21312,21312,1,2024-05-15,1,8,23,24,8,21312,1,0
21313,21313,1,2025-12-04,1,11,32,32,11,21313,1,0
21314,21314,1,2025-12-28,1,13,38,38,13,21314,1,0
21315,21315,1,2025-09-01,1,27,80,80,27,21315,1,0
21316,21316,2,2025-09-09,1,11,33,32,11,21316,1,0
21317,21317,1,2025-05-25,1,8,23,25,8,21317,1,0
21318,21318,1,2024-06-09,1,9,28,28,9,21318,1,0
21319,21319,1,2025-12-15,1,6,19,18,6,21319,1,0
21320,21320,2,2025-04-09,1,1,3,4,1,21320,1,0
21321,21321,1,2024-12-19,1,4,11,13,4,21321,1,0
21322,21322,2,2025-10-14,1,21,64,62,21,21322,1,0
21323,21323,1,2024-08-19,1,25,76,76,25,21323,1,0
21324,21324,1,2025-04-09,1,3,10,8,3,21324,1,0
21325,21325,1,2024-09-25,1,29,88,87,29,21325,1,0
21326,21326,2,2026-06-10,1,14,41,42,14,21326,1,0
21327,21327,2,2025-08-06,1,18,54,54,18,21327,1,0
21328,21328,1,2026-01-31,1,21,64,62,21,21328,1,0
21329,21329,1,2026-03-08,1,30,91,91,30,21329,1,0
